Product_name,Product_catagory,price,redprice,yellowPrice,blue_price,selling_attribute,Brand_Name,color_available,product_link
Regular Fit Cargo Joggers,men_trousers_trousers_regular_all,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Chinos,men_trousers_chinos_slim_all,34.99,,,,,H&M,7,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Joggers,men_trousers_joggers,29.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Wool-blend Twill Pants,men_trousers,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Linen Suit Pants,men_trousers_dressed,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_joggers,19.99,,,,New Arrival,H&M,11,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_joggers,19.99,,,,,H&M,11,https://www2.hm.com//en_us/productpage.1002227011.html
Printed Joggers,men_trousers_casual,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cargo Pants,men_trousers_trousers_regular_all,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Running Pants,sportswear_men_clothing_trousersjoggers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Suit Pants,men_trousers_dressed,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Corduroy Pants,men_trousers,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Dress Pants,men_trousers,39.99,,,,New Arrival,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cotton Sweatpants,men_trousers_joggers,29.99,,,,New Arrival,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit 5-pocket Twill Pants,men_trousers,34.99,,,,,H&M,7,https://www2.hm.com//en_us/productpage.1002227011.html
Straight Fit Linen Pants,men_trousers_linentrousers,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Skinny Fit Cargo Joggers,men_trousers_cargo,39.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cotton Chinos,men_trousers_chinos_regular_all,49.99,,,,New Arrival,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Jersey Suit Pants,men_trousers_dressed,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Dressy Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
THERMOLITE® Relaxed Fit Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
THERMOLITE® Relaxed Fit Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Lyocell Joggers,men_trousers_joggers,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Fleece Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Cargo Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_joggers,19.99,,,,,H&M,11,https://www2.hm.com//en_us/productpage.1002227011.html
Straight Fit Suit Pants,men_trousers_dressed,49.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Pants,men_trousers_dressed,34.99,,,,,H&M,9,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Chinos,men_trousers_casual,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cotton Twill Pull-on Pants,men_trousers,34.99,,,,New Arrival,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pull-on Pants,men_trousers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,sportswear_men_clothing_trousersjoggers,29.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Sports Joggers,sportswear_men_clothing_trousersjoggers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Suit Pants,men_trousers_trousers_slim_all,39.99,,,,,H&M,8,https://www2.hm.com//en_us/productpage.1002227011.html
Skinny Fit Suit Pants,men_trousers_trousers_skinny_all,39.99,,,,,H&M,8,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Patterned cotton trousers,men_nightwearloungewear,24.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
StormMove™ 3-layer Ski Pants,men_sport_bottoms_trousers,259.00,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Running Pants,sportswear_men_clothing_trousersjoggers,34.99,,,,New Arrival,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Belted Pants,men_trousers,39.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Cargo Joggers,men_trousers_cargo,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Linen-blend Joggers,men_trousers_joggers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Fast-drying Track Pants,men_sport_bottoms,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Set,men_trousers_casual,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Sweatpants,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cropped Joggers,men_trousers_joggers,34.99,,,,,H&M,0,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cargo Pants,men_trousers_cargo,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Chinos,men_trousers_casual,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Ripstop Cargo Pants,men_trousers_cargo,39.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cargo Pants,men_trousers_trousers_regular_all,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Water-repellent Track Pants,men_sport_bottoms_trousers,64.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Corduroy Pants,men_trousers,34.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Suit Pants,men_trousers_dressed,49.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Warm Sports Joggers,men_trousers_joggers,39.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Wool-blend Pants,men_trousers,49.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Suit Pants,men_trousers_trousers_slim_all,39.99,,,,,H&M,8,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_joggers,19.99,,,,,H&M,11,https://www2.hm.com//en_us/productpage.1002227011.html
Skinny Fit Joggers,men_trousers_trousers_skinny_all,29.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Cargo Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Sports Joggers,sportswear_men_clothing_trousersjoggers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,sportswear_men_clothing_trousersjoggers,29.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit 5-pocket Twill Pants,men_trousers,34.99,,,,,H&M,7,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Belted Pants,men_trousers,39.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Sweatshirt Set,men_trousers_casual,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Cotton Joggers,men_trousers_joggers,34.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Pants,men_trousers_dressed,34.99,,,,,H&M,9,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Merino Wool Joggers,men_trousers_joggers,74.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Joggers,men_trousers_joggers,29.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Belted Pants,men_trousers,39.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Corduroy Pants,men_trousers,34.99,,,,,H&M,5,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Warm Sports Joggers,men_trousers_joggers,39.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Sweatpants,men_trousers_joggers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
DryMove™ Sports Joggers,sportswear_men_clothing_trousersjoggers,39.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit 5-pocket Twill Pants,men_trousers,34.99,,,,,H&M,7,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Twill Pants,men_trousers,24.99,,,,New Arrival,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cargo Pants,men_trousers_cargo,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Fast-drying Track Pants,men_sport_bottoms_trousers,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Chinos,men_trousers_chinos,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Linen-blend Joggers,men_trousers_joggers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Set,men_trousers_casual,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Twill Joggers,men_trousers_joggers,24.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Chinos,men_trousers_chinos_slim_all,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Pants,men_trousers,39.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Linen-blend Joggers,men_trousers_joggers,29.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,sportswear_men_clothing_trousersjoggers,29.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,men_trousers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Corduroy Pants,men_trousers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Set,men_trousers_casual,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Drawstring Pants,men_trousers,29.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cargo Pants,men_trousers_cargo,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Twill Pants,men_trousers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Suit Pants,men_trousers_trousers_slim_all,39.99,,,,,H&M,8,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Sweatpants,men_trousers_casual,24.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Sweatshirt Set,men_trousers_casual,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Sweatpants,men_trousers_joggers,24.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Linen Suit Pants,men_trousers_dressed,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Twill Pants,men_trousers_trousers_slim_all,29.99,,,,,H&M,6,https://www2.hm.com//en_us/productpage.1002227011.html
Cotton Twill Pants,men_trousers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
2-piece Relaxed Fit Set,men_trousers_casual,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Cotton Chinos,men_trousers_chinos,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,men_trousers,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Sports Joggers,sportswear_men_clothing_trousersjoggers,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Joggers,men_trousers_trousers_regular_all,19.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Nylon Cargo Joggers,men_trousers_cargo,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,men_trousers,29.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Sweatpants,men_trousers_casual,24.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Suit Pants,men_trousers_dressed,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Linen-blend Pants,men_trousers_linentrousers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Suit Pants,men_trousers_dressed,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Sweatpants,men_trousers_joggers,24.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Track Pants,men_trousers,29.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Linen-blend Pants,men_trousers_linentrousers,34.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Relaxed Fit Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Linen Suit Pants,men_trousers_dressed,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Printed Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Warm Sports Joggers,men_trousers_joggers,39.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
2-pack Regular Fit Sweatpants,men_trousers_trousers_regular_all,39.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Sweatpants,men_trousers_joggers,24.99,,,,,H&M,4,https://www2.hm.com//en_us/productpage.1002227011.html
Windproof Running Pants,men_trousers,49.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Chinos,men_trousers_chinos_slim_all,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Dressy Joggers,men_trousers_joggers,29.99,,,,,H&M,0,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Chinos,men_trousers_chinos_slim_all,34.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Fast-drying Track Pants,men_sport_bottoms_trousers,49.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Printed Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Printed Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Cotton Chinos,men_trousers_chinos_regular_all,49.99,,,,New Arrival,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Track Pants,men_trousers,39.99,,,,,H&M,2,https://www2.hm.com//en_us/productpage.1002227011.html
Regular Fit Sweatpants,men_trousers_trousers_regular_all,24.99,,,,,H&M,3,https://www2.hm.com//en_us/productpage.1002227011.html
Slim Fit Cotton Joggers,men_trousers_joggers,24.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Sports Joggers,men_trousers_joggers,39.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Loose Fit Printed Sweatpants,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
Side-stripe Joggers,men_trousers_joggers,34.99,,,,,H&M,1,https://www2.hm.com//en_us/productpage.1002227011.html
